,SNo,date,dayResult,dayConfidence,latitude,longitude,dateUnixTimestamp
93214,533,2022-07-21,1,0.54086447,46.72259427270133,-121.94046617456124,1658361600000
93215,534,2022-07-21,1,0.54086447,46.72259427270133,-121.9277766766174,1658361600000
93216,535,2022-07-21,1,0.54086447,46.72259427270133,-121.9150871786736,1658361600000
93217,536,2022-07-21,1,0.54086447,46.72259427270133,-121.90239768072978,1658361600000
93218,537,2022-07-21,1,0.54086447,46.72259427270133,-121.88970818278597,1658361600000
93219,538,2022-07-21,1,0.54086447,46.72259427270133,-121.87701868484214,1658361600000
93220,539,2022-07-21,1,0.54086447,46.72259427270133,-121.86432918689832,1658361600000
93221,540,2022-07-21,1,0.54086447,46.72259427270133,-121.8516396889545,1658361600000
93222,541,2022-07-21,1,0.54086447,46.72259427270133,-121.8389501910107,1658361600000
93223,542,2022-07-21,1,0.54086447,46.72259427270133,-121.82626069306689,1658361600000
93224,543,2022-07-21,1,0.54086447,46.72259427270133,-121.81357119512305,1658361600000
93225,544,2022-07-21,1,0.54086447,46.72259427270133,-121.80088169717924,1658361600000
93767,545,2022-07-21,1,0.54086447,46.70990477475751,-121.95315567250503,1658361600000
93768,546,2022-07-21,1,0.54086447,46.70990477475751,-121.94046617456124,1658361600000
93769,547,2022-07-21,1,0.54086447,46.70990477475751,-121.9277766766174,1658361600000
93770,548,2022-07-21,1,0.54086447,46.70990477475751,-121.9150871786736,1658361600000
93771,549,2022-07-21,1,0.54086447,46.70990477475751,-121.90239768072978,1658361600000
93772,550,2022-07-21,1,0.54086447,46.70990477475751,-121.88970818278597,1658361600000
93773,551,2022-07-21,1,0.54086447,46.70990477475751,-121.87701868484214,1658361600000
93774,552,2022-07-21,1,0.54086447,46.70990477475751,-121.86432918689832,1658361600000
93775,553,2022-07-21,1,0.54086447,46.70990477475751,-121.8516396889545,1658361600000
93776,554,2022-07-21,1,0.54086447,46.70990477475751,-121.8389501910107,1658361600000
93777,555,2022-07-21,1,0.54086447,46.70990477475751,-121.82626069306689,1658361600000
93778,556,2022-07-21,1,0.54086447,46.70990477475751,-121.81357119512305,1658361600000
93779,557,2022-07-21,1,0.54086447,46.70990477475751,-121.80088169717924,1658361600000
94320,558,2022-07-21,1,0.54086447,46.697215276813694,-121.96584517044889,1658361600000
94321,559,2022-07-21,1,0.54086447,46.697215276813694,-121.95315567250503,1658361600000
94322,560,2022-07-21,1,0.54086447,46.697215276813694,-121.94046617456124,1658361600000
94323,561,2022-07-21,1,0.54086447,46.697215276813694,-121.9277766766174,1658361600000
94324,562,2022-07-21,1,0.54086447,46.697215276813694,-121.9150871786736,1658361600000
94325,563,2022-07-21,1,0.54086447,46.697215276813694,-121.90239768072978,1658361600000
94326,564,2022-07-21,1,0.54086447,46.697215276813694,-121.88970818278597,1658361600000
94327,565,2022-07-21,1,0.54086447,46.697215276813694,-121.87701868484214,1658361600000
94328,566,2022-07-21,1,0.54086447,46.697215276813694,-121.86432918689832,1658361600000
94329,567,2022-07-21,1,0.54086447,46.697215276813694,-121.8516396889545,1658361600000
94330,568,2022-07-21,1,0.54086447,46.697215276813694,-121.8389501910107,1658361600000
94331,569,2022-07-21,1,0.54086447,46.697215276813694,-121.82626069306689,1658361600000
94332,570,2022-07-21,1,0.54086447,46.697215276813694,-121.81357119512305,1658361600000
94333,571,2022-07-21,1,0.54086447,46.697215276813694,-121.80088169717924,1658361600000
94334,572,2022-07-21,1,0.54086447,46.697215276813694,-121.7881921992354,1658361600000
94873,573,2022-07-21,1,0.54086447,46.68452577886988,-121.97853466839268,1658361600000
94874,574,2022-07-21,1,0.54086447,46.68452577886988,-121.96584517044889,1658361600000
94875,575,2022-07-21,1,0.54086447,46.68452577886988,-121.95315567250503,1658361600000
94876,576,2022-07-21,1,0.54086447,46.68452577886988,-121.94046617456124,1658361600000
94877,577,2022-07-21,1,0.54086447,46.68452577886988,-121.9277766766174,1658361600000
94878,578,2022-07-21,1,0.54086447,46.68452577886988,-121.9150871786736,1658361600000
94879,579,2022-07-21,1,0.54086447,46.68452577886988,-121.90239768072978,1658361600000
94880,580,2022-07-21,1,0.54086447,46.68452577886988,-121.88970818278597,1658361600000
94881,581,2022-07-21,1,0.54086447,46.68452577886988,-121.87701868484214,1658361600000
94882,582,2022-07-21,1,0.54086447,46.68452577886988,-121.86432918689832,1658361600000
94883,583,2022-07-21,1,0.54086447,46.68452577886988,-121.8516396889545,1658361600000
94884,584,2022-07-21,1,0.54086447,46.68452577886988,-121.8389501910107,1658361600000
94885,585,2022-07-21,1,0.54086447,46.68452577886988,-121.82626069306689,1658361600000
94886,586,2022-07-21,1,0.54086447,46.68452577886988,-121.81357119512305,1658361600000
94887,587,2022-07-21,1,0.54086447,46.68452577886988,-121.80088169717924,1658361600000
94888,588,2022-07-21,1,0.54086447,46.68452577886988,-121.7881921992354,1658361600000
94889,589,2022-07-21,1,0.54086447,46.68452577886988,-121.7755027012916,1658361600000
95426,590,2022-07-21,1,0.54086447,46.67183628092606,-121.99122416633652,1658361600000
95427,591,2022-07-21,1,0.54086447,46.67183628092606,-121.97853466839268,1658361600000
95428,592,2022-07-21,1,0.54086447,46.67183628092606,-121.96584517044889,1658361600000
95429,593,2022-07-21,1,0.54086447,46.67183628092606,-121.95315567250503,1658361600000
95430,594,2022-07-21,1,0.54086447,46.67183628092606,-121.94046617456124,1658361600000
95431,595,2022-07-21,1,0.54086447,46.67183628092606,-121.9277766766174,1658361600000
95432,596,2022-07-21,1,0.54086447,46.67183628092606,-121.9150871786736,1658361600000
95433,597,2022-07-21,1,0.54086447,46.67183628092606,-121.90239768072978,1658361600000
95434,598,2022-07-21,1,0.54086447,46.67183628092606,-121.88970818278597,1658361600000
95435,599,2022-07-21,1,0.54086447,46.67183628092606,-121.87701868484214,1658361600000
95436,600,2022-07-21,1,0.54086447,46.67183628092606,-121.86432918689832,1658361600000
95437,601,2022-07-21,1,0.54086447,46.67183628092606,-121.8516396889545,1658361600000
95438,602,2022-07-21,1,0.54086447,46.67183628092606,-121.8389501910107,1658361600000
95439,603,2022-07-21,1,0.54086447,46.67183628092606,-121.82626069306689,1658361600000
95440,604,2022-07-21,1,0.54086447,46.67183628092606,-121.81357119512305,1658361600000
95441,605,2022-07-21,1,0.54086447,46.67183628092606,-121.80088169717924,1658361600000
95442,606,2022-07-21,1,0.54086447,46.67183628092606,-121.7881921992354,1658361600000
95443,607,2022-07-21,1,0.54086447,46.67183628092606,-121.7755027012916,1658361600000
95444,608,2022-07-21,1,0.54086447,46.67183628092606,-121.76281320334778,1658361600000
95977,609,2022-07-21,1,0.54086447,46.65914678298224,-122.00391366428032,1658361600000
95978,610,2022-07-21,1,0.54086447,46.65914678298224,-121.99122416633652,1658361600000
95979,611,2022-07-21,1,0.54086447,46.65914678298224,-121.97853466839268,1658361600000
95980,612,2022-07-21,1,0.54086447,46.65914678298224,-121.96584517044889,1658361600000
95981,613,2022-07-21,1,0.54086447,46.65914678298224,-121.95315567250503,1658361600000
95982,614,2022-07-21,1,0.54086447,46.65914678298224,-121.94046617456124,1658361600000
95983,615,2022-07-21,1,0.54086447,46.65914678298224,-121.9277766766174,1658361600000
95984,616,2022-07-21,1,0.54086447,46.65914678298224,-121.9150871786736,1658361600000
95985,617,2022-07-21,1,0.54086447,46.65914678298224,-121.90239768072978,1658361600000
95986,618,2022-07-21,1,0.54086447,46.65914678298224,-121.88970818278597,1658361600000
95987,619,2022-07-21,1,0.54086447,46.65914678298224,-121.87701868484214,1658361600000
95988,620,2022-07-21,1,0.54086447,46.65914678298224,-121.86432918689832,1658361600000
95989,621,2022-07-21,1,0.54086447,46.65914678298224,-121.8516396889545,1658361600000
95990,622,2022-07-21,1,0.54086447,46.65914678298224,-121.8389501910107,1658361600000
95991,623,2022-07-21,1,0.54086447,46.65914678298224,-121.82626069306689,1658361600000
95992,624,2022-07-21,1,0.54086447,46.65914678298224,-121.81357119512305,1658361600000
95993,625,2022-07-21,1,0.54086447,46.65914678298224,-121.80088169717924,1658361600000
95994,626,2022-07-21,1,0.54086447,46.65914678298224,-121.7881921992354,1658361600000
95995,627,2022-07-21,1,0.54086447,46.65914678298224,-121.7755027012916,1658361600000
95996,628,2022-07-21,1,0.54086447,46.65914678298224,-121.76281320334778,1658361600000
96531,629,2022-07-21,1,0.54086447,46.64645728503842,-122.01660316222414,1658361600000
96532,630,2022-07-21,1,0.54086447,46.64645728503842,-122.00391366428032,1658361600000
96533,631,2022-07-21,1,0.54086447,46.64645728503842,-121.99122416633652,1658361600000
96534,632,2022-07-21,1,0.54086447,46.64645728503842,-121.97853466839268,1658361600000
96535,633,2022-07-21,1,0.54086447,46.64645728503842,-121.96584517044889,1658361600000
96536,634,2022-07-21,1,0.54086447,46.64645728503842,-121.95315567250503,1658361600000
96537,635,2022-07-21,1,0.54086447,46.64645728503842,-121.94046617456124,1658361600000
96538,636,2022-07-21,1,0.54086447,46.64645728503842,-121.9277766766174,1658361600000
96539,637,2022-07-21,1,0.54086447,46.64645728503842,-121.9150871786736,1658361600000
96540,638,2022-07-21,1,0.54086447,46.64645728503842,-121.90239768072978,1658361600000
96541,639,2022-07-21,1,0.54086447,46.64645728503842,-121.88970818278597,1658361600000
96542,640,2022-07-21,1,0.54086447,46.64645728503842,-121.87701868484214,1658361600000
96543,641,2022-07-21,1,0.54086447,46.64645728503842,-121.86432918689832,1658361600000
96544,642,2022-07-21,1,0.54086447,46.64645728503842,-121.8516396889545,1658361600000
96545,643,2022-07-21,1,0.54086447,46.64645728503842,-121.8389501910107,1658361600000
96546,644,2022-07-21,1,0.54086447,46.64645728503842,-121.82626069306689,1658361600000
96547,645,2022-07-21,1,0.54086447,46.64645728503842,-121.81357119512305,1658361600000
96548,646,2022-07-21,1,0.54086447,46.64645728503842,-121.80088169717924,1658361600000
96549,647,2022-07-21,1,0.54086447,46.64645728503842,-121.7881921992354,1658361600000
96550,648,2022-07-21,1,0.54086447,46.64645728503842,-121.7755027012916,1658361600000
96551,649,2022-07-21,1,0.54086447,46.64645728503842,-121.76281320334778,1658361600000
96552,650,2022-07-21,1,0.54086447,46.64645728503842,-121.75012370540396,1658361600000
97086,651,2022-07-21,1,0.54086447,46.633767787094605,-122.02929266016795,1658361600000
97087,652,2022-07-21,1,0.54086447,46.633767787094605,-122.01660316222414,1658361600000
97088,653,2022-07-21,1,0.54086447,46.633767787094605,-122.00391366428032,1658361600000
97089,654,2022-07-21,1,0.54086447,46.633767787094605,-121.99122416633652,1658361600000
97090,655,2022-07-21,1,0.54086447,46.633767787094605,-121.97853466839268,1658361600000
97091,656,2022-07-21,1,0.54086447,46.633767787094605,-121.96584517044889,1658361600000
97092,657,2022-07-21,1,0.54086447,46.633767787094605,-121.95315567250503,1658361600000
97093,658,2022-07-21,1,0.54086447,46.633767787094605,-121.94046617456124,1658361600000
97094,659,2022-07-21,1,0.54086447,46.633767787094605,-121.9277766766174,1658361600000
97095,660,2022-07-21,1,0.54086447,46.633767787094605,-121.9150871786736,1658361600000
97096,661,2022-07-21,1,0.54086447,46.633767787094605,-121.90239768072978,1658361600000
97097,662,2022-07-21,1,0.54086447,46.633767787094605,-121.88970818278597,1658361600000
97098,663,2022-07-21,1,0.54086447,46.633767787094605,-121.87701868484214,1658361600000
97099,664,2022-07-21,1,0.54086447,46.633767787094605,-121.86432918689832,1658361600000
97100,665,2022-07-21,1,0.54086447,46.633767787094605,-121.8516396889545,1658361600000
97101,666,2022-07-21,1,0.54086447,46.633767787094605,-121.8389501910107,1658361600000
97102,667,2022-07-21,1,0.54086447,46.633767787094605,-121.82626069306689,1658361600000
97103,668,2022-07-21,1,0.54086447,46.633767787094605,-121.81357119512305,1658361600000
97104,669,2022-07-21,1,0.54086447,46.633767787094605,-121.80088169717924,1658361600000
97105,670,2022-07-21,1,0.54086447,46.633767787094605,-121.7881921992354,1658361600000
97106,671,2022-07-21,1,0.54086447,46.633767787094605,-121.7755027012916,1658361600000
97107,672,2022-07-21,1,0.54086447,46.633767787094605,-121.76281320334778,1658361600000
97108,673,2022-07-21,1,0.54086447,46.633767787094605,-121.75012370540396,1658361600000
97109,674,2022-07-21,1,0.54086447,46.633767787094605,-121.73743420746014,1658361600000
97640,675,2022-07-21,1,0.54086447,46.62107828915079,-122.04198215811178,1658361600000
97641,676,2022-07-21,1,0.54086447,46.62107828915079,-122.02929266016795,1658361600000
97642,677,2022-07-21,1,0.54086447,46.62107828915079,-122.01660316222414,1658361600000
97643,678,2022-07-21,1,0.54086447,46.62107828915079,-122.00391366428032,1658361600000
97644,679,2022-07-21,1,0.54086447,46.62107828915079,-121.99122416633652,1658361600000
97645,680,2022-07-21,1,0.54086447,46.62107828915079,-121.97853466839268,1658361600000
97646,681,2022-07-21,1,0.54086447,46.62107828915079,-121.96584517044889,1658361600000
97647,682,2022-07-21,1,0.54086447,46.62107828915079,-121.95315567250503,1658361600000
97648,683,2022-07-21,1,0.54086447,46.62107828915079,-121.94046617456124,1658361600000
97649,684,2022-07-21,1,0.54086447,46.62107828915079,-121.9277766766174,1658361600000
97650,685,2022-07-21,1,0.54086447,46.62107828915079,-121.9150871786736,1658361600000
97651,686,2022-07-21,1,0.54086447,46.62107828915079,-121.90239768072978,1658361600000
97652,687,2022-07-21,1,0.54086447,46.62107828915079,-121.88970818278597,1658361600000
97653,688,2022-07-21,1,0.54086447,46.62107828915079,-121.87701868484214,1658361600000
97654,689,2022-07-21,1,0.54086447,46.62107828915079,-121.86432918689832,1658361600000
97655,690,2022-07-21,1,0.54086447,46.62107828915079,-121.8516396889545,1658361600000
97656,691,2022-07-21,1,0.54086447,46.62107828915079,-121.8389501910107,1658361600000
97657,692,2022-07-21,1,0.54086447,46.62107828915079,-121.82626069306689,1658361600000
97658,693,2022-07-21,1,0.54086447,46.62107828915079,-121.81357119512305,1658361600000
97659,694,2022-07-21,1,0.54086447,46.62107828915079,-121.80088169717924,1658361600000
97660,695,2022-07-21,1,0.54086447,46.62107828915079,-121.7881921992354,1658361600000
97661,696,2022-07-21,1,0.54086447,46.62107828915079,-121.7755027012916,1658361600000
97662,697,2022-07-21,1,0.54086447,46.62107828915079,-121.76281320334778,1658361600000
97663,698,2022-07-21,1,0.54086447,46.62107828915079,-121.75012370540396,1658361600000
97664,699,2022-07-21,1,0.54086447,46.62107828915079,-121.73743420746014,1658361600000
98197,700,2022-07-21,1,0.54086447,46.60838879120697,-122.02929266016795,1658361600000
98198,701,2022-07-21,1,0.54086447,46.60838879120697,-122.01660316222414,1658361600000
98199,702,2022-07-21,1,0.54086447,46.60838879120697,-122.00391366428032,1658361600000
98200,703,2022-07-21,1,0.54086447,46.60838879120697,-121.99122416633652,1658361600000
98201,704,2022-07-21,1,0.54086447,46.60838879120697,-121.97853466839268,1658361600000
98202,705,2022-07-21,1,0.54086447,46.60838879120697,-121.96584517044889,1658361600000
98203,706,2022-07-21,1,0.54086447,46.60838879120697,-121.95315567250503,1658361600000
98204,707,2022-07-21,1,0.54086447,46.60838879120697,-121.94046617456124,1658361600000
98205,708,2022-07-21,1,0.54086447,46.60838879120697,-121.9277766766174,1658361600000
98206,709,2022-07-21,1,0.54086447,46.60838879120697,-121.9150871786736,1658361600000
98207,710,2022-07-21,1,0.54086447,46.60838879120697,-121.90239768072978,1658361600000
98208,711,2022-07-21,1,0.54086447,46.60838879120697,-121.88970818278597,1658361600000
98209,712,2022-07-21,1,0.54086447,46.60838879120697,-121.87701868484214,1658361600000
98210,713,2022-07-21,1,0.54086447,46.60838879120697,-121.86432918689832,1658361600000
98211,714,2022-07-21,1,0.54086447,46.60838879120697,-121.8516396889545,1658361600000
98212,715,2022-07-21,1,0.54086447,46.60838879120697,-121.8389501910107,1658361600000
98213,716,2022-07-21,1,0.54086447,46.60838879120697,-121.82626069306689,1658361600000
98214,717,2022-07-21,1,0.54086447,46.60838879120697,-121.81357119512305,1658361600000
98215,718,2022-07-21,1,0.54086447,46.60838879120697,-121.80088169717924,1658361600000
98216,719,2022-07-21,1,0.54086447,46.60838879120697,-121.7881921992354,1658361600000
98217,720,2022-07-21,1,0.54086447,46.60838879120697,-121.7755027012916,1658361600000
98218,721,2022-07-21,1,0.54086447,46.60838879120697,-121.76281320334778,1658361600000
98219,722,2022-07-21,1,0.54086447,46.60838879120697,-121.75012370540396,1658361600000
98220,723,2022-07-21,1,0.54086447,46.60838879120697,-121.73743420746014,1658361600000
98753,724,2022-07-21,1,0.54086447,46.59569929326315,-122.01660316222414,1658361600000
98754,725,2022-07-21,1,0.54086447,46.59569929326315,-122.00391366428032,1658361600000
98755,726,2022-07-21,1,0.54086447,46.59569929326315,-121.99122416633652,1658361600000
98756,727,2022-07-21,1,0.54086447,46.59569929326315,-121.97853466839268,1658361600000
98757,728,2022-07-21,1,0.54086447,46.59569929326315,-121.96584517044889,1658361600000
98758,729,2022-07-21,1,0.54086447,46.59569929326315,-121.95315567250503,1658361600000
98759,730,2022-07-21,1,0.54086447,46.59569929326315,-121.94046617456124,1658361600000
98760,731,2022-07-21,1,0.54086447,46.59569929326315,-121.9277766766174,1658361600000
98761,732,2022-07-21,1,0.54086447,46.59569929326315,-121.9150871786736,1658361600000
98762,733,2022-07-21,1,0.54086447,46.59569929326315,-121.90239768072978,1658361600000
98763,734,2022-07-21,1,0.54086447,46.59569929326315,-121.88970818278597,1658361600000
98764,735,2022-07-21,1,0.54086447,46.59569929326315,-121.87701868484214,1658361600000
98765,736,2022-07-21,1,0.54086447,46.59569929326315,-121.86432918689832,1658361600000
98766,737,2022-07-21,1,0.54086447,46.59569929326315,-121.8516396889545,1658361600000
98767,738,2022-07-21,1,0.54086447,46.59569929326315,-121.8389501910107,1658361600000
98768,739,2022-07-21,1,0.54086447,46.59569929326315,-121.82626069306689,1658361600000
98769,740,2022-07-21,1,0.54086447,46.59569929326315,-121.81357119512305,1658361600000
98770,741,2022-07-21,1,0.54086447,46.59569929326315,-121.80088169717924,1658361600000
98771,742,2022-07-21,1,0.54086447,46.59569929326315,-121.7881921992354,1658361600000
98772,743,2022-07-21,1,0.54086447,46.59569929326315,-121.7755027012916,1658361600000
98773,744,2022-07-21,1,0.54086447,46.59569929326315,-121.76281320334778,1658361600000
98774,745,2022-07-21,1,0.54086447,46.59569929326315,-121.75012370540396,1658361600000
98775,746,2022-07-21,1,0.54086447,46.59569929326315,-121.73743420746014,1658361600000
99309,747,2022-07-21,1,0.54086447,46.583009795319335,-122.00391366428032,1658361600000
99310,748,2022-07-21,1,0.54086447,46.583009795319335,-121.99122416633652,1658361600000
99311,749,2022-07-21,1,0.54086447,46.583009795319335,-121.97853466839268,1658361600000
99312,750,2022-07-21,1,0.54086447,46.583009795319335,-121.96584517044889,1658361600000
99313,751,2022-07-21,1,0.54086447,46.583009795319335,-121.95315567250503,1658361600000
99314,752,2022-07-21,1,0.54086447,46.583009795319335,-121.94046617456124,1658361600000
99315,753,2022-07-21,1,0.54086447,46.583009795319335,-121.9277766766174,1658361600000
99316,754,2022-07-21,1,0.54086447,46.583009795319335,-121.9150871786736,1658361600000
99317,755,2022-07-21,1,0.54086447,46.583009795319335,-121.90239768072978,1658361600000
99318,756,2022-07-21,1,0.54086447,46.583009795319335,-121.88970818278597,1658361600000
99319,757,2022-07-21,1,0.54086447,46.583009795319335,-121.87701868484214,1658361600000
99320,758,2022-07-21,1,0.54086447,46.583009795319335,-121.86432918689832,1658361600000
99321,759,2022-07-21,1,0.54086447,46.583009795319335,-121.8516396889545,1658361600000
99322,760,2022-07-21,1,0.54086447,46.583009795319335,-121.8389501910107,1658361600000
99323,761,2022-07-21,1,0.54086447,46.583009795319335,-121.82626069306689,1658361600000
99324,762,2022-07-21,1,0.54086447,46.583009795319335,-121.81357119512305,1658361600000
99325,763,2022-07-21,1,0.54086447,46.583009795319335,-121.80088169717924,1658361600000
99326,764,2022-07-21,1,0.54086447,46.583009795319335,-121.7881921992354,1658361600000
99327,765,2022-07-21,1,0.54086447,46.583009795319335,-121.7755027012916,1658361600000
99328,766,2022-07-21,1,0.54086447,46.583009795319335,-121.76281320334778,1658361600000
99329,767,2022-07-21,1,0.54086447,46.583009795319335,-121.75012370540396,1658361600000
99330,768,2022-07-21,1,0.54086447,46.583009795319335,-121.73743420746014,1658361600000
99866,769,2022-07-21,1,0.54086447,46.57032029737552,-121.99122416633652,1658361600000
99867,770,2022-07-21,1,0.54086447,46.57032029737552,-121.97853466839268,1658361600000
99868,771,2022-07-21,1,0.54086447,46.57032029737552,-121.96584517044889,1658361600000
99869,772,2022-07-21,1,0.54086447,46.57032029737552,-121.95315567250503,1658361600000
99870,773,2022-07-21,1,0.54086447,46.57032029737552,-121.94046617456124,1658361600000
99871,774,2022-07-21,1,0.54086447,46.57032029737552,-121.9277766766174,1658361600000
99872,775,2022-07-21,1,0.54086447,46.57032029737552,-121.9150871786736,1658361600000
99873,776,2022-07-21,1,0.54086447,46.57032029737552,-121.90239768072978,1658361600000
99874,777,2022-07-21,1,0.54086447,46.57032029737552,-121.88970818278597,1658361600000
99875,778,2022-07-21,1,0.54086447,46.57032029737552,-121.87701868484214,1658361600000
99876,779,2022-07-21,1,0.54086447,46.57032029737552,-121.86432918689832,1658361600000
99877,780,2022-07-21,1,0.54086447,46.57032029737552,-121.8516396889545,1658361600000
99878,781,2022-07-21,1,0.54086447,46.57032029737552,-121.8389501910107,1658361600000
99879,782,2022-07-21,1,0.54086447,46.57032029737552,-121.82626069306689,1658361600000
99880,783,2022-07-21,1,0.54086447,46.57032029737552,-121.81357119512305,1658361600000
99881,784,2022-07-21,1,0.54086447,46.57032029737552,-121.80088169717924,1658361600000
99882,785,2022-07-21,1,0.54086447,46.57032029737552,-121.7881921992354,1658361600000
99883,786,2022-07-21,1,0.54086447,46.57032029737552,-121.7755027012916,1658361600000
99884,787,2022-07-21,1,0.54086447,46.57032029737552,-121.76281320334778,1658361600000
99885,788,2022-07-21,1,0.54086447,46.57032029737552,-121.75012370540396,1658361600000
99886,789,2022-07-21,1,0.54086447,46.57032029737552,-121.73743420746014,1658361600000
100424,790,2022-07-21,1,0.54086447,46.5576307994317,-121.96584517044889,1658361600000
100425,791,2022-07-21,1,0.54086447,46.5576307994317,-121.95315567250503,1658361600000
100426,792,2022-07-21,1,0.54086447,46.5576307994317,-121.94046617456124,1658361600000
100427,793,2022-07-21,1,0.54086447,46.5576307994317,-121.9277766766174,1658361600000
100428,794,2022-07-21,1,0.54086447,46.5576307994317,-121.9150871786736,1658361600000
100429,795,2022-07-21,1,0.54086447,46.5576307994317,-121.90239768072978,1658361600000
100430,796,2022-07-21,1,0.54086447,46.5576307994317,-121.88970818278597,1658361600000
100431,797,2022-07-21,1,0.54086447,46.5576307994317,-121.87701868484214,1658361600000
100432,798,2022-07-21,1,0.54086447,46.5576307994317,-121.86432918689832,1658361600000
100433,799,2022-07-21,1,0.54086447,46.5576307994317,-121.8516396889545,1658361600000
100434,800,2022-07-21,1,0.54086447,46.5576307994317,-121.8389501910107,1658361600000
100435,801,2022-07-21,1,0.54086447,46.5576307994317,-121.82626069306689,1658361600000
100436,802,2022-07-21,1,0.54086447,46.5576307994317,-121.81357119512305,1658361600000
100437,803,2022-07-21,1,0.54086447,46.5576307994317,-121.80088169717924,1658361600000
100438,804,2022-07-21,1,0.54086447,46.5576307994317,-121.7881921992354,1658361600000
100439,805,2022-07-21,1,0.54086447,46.5576307994317,-121.7755027012916,1658361600000
100440,806,2022-07-21,1,0.54086447,46.5576307994317,-121.76281320334778,1658361600000
100441,807,2022-07-21,1,0.54086447,46.5576307994317,-121.75012370540396,1658361600000
100442,808,2022-07-21,1,0.54086447,46.5576307994317,-121.73743420746014,1658361600000
100980,809,2022-07-21,1,0.54086447,46.54494130148788,-121.95315567250503,1658361600000
100981,810,2022-07-21,1,0.54086447,46.54494130148788,-121.94046617456124,1658361600000
100982,811,2022-07-21,1,0.54086447,46.54494130148788,-121.9277766766174,1658361600000
100983,812,2022-07-21,1,0.54086447,46.54494130148788,-121.9150871786736,1658361600000
100984,813,2022-07-21,1,0.54086447,46.54494130148788,-121.90239768072978,1658361600000
100985,814,2022-07-21,1,0.54086447,46.54494130148788,-121.88970818278597,1658361600000
100986,815,2022-07-21,1,0.54086447,46.54494130148788,-121.87701868484214,1658361600000
100987,816,2022-07-21,1,0.54086447,46.54494130148788,-121.86432918689832,1658361600000
100988,817,2022-07-21,1,0.54086447,46.54494130148788,-121.8516396889545,1658361600000
100989,818,2022-07-21,1,0.54086447,46.54494130148788,-121.8389501910107,1658361600000
100990,819,2022-07-21,1,0.54086447,46.54494130148788,-121.82626069306689,1658361600000
100991,820,2022-07-21,1,0.54086447,46.54494130148788,-121.81357119512305,1658361600000
100992,821,2022-07-21,1,0.54086447,46.54494130148788,-121.80088169717924,1658361600000
100993,822,2022-07-21,1,0.54086447,46.54494130148788,-121.7881921992354,1658361600000
100994,823,2022-07-21,1,0.54086447,46.54494130148788,-121.7755027012916,1658361600000
100995,824,2022-07-21,1,0.54086447,46.54494130148788,-121.76281320334778,1658361600000
100996,825,2022-07-21,1,0.54086447,46.54494130148788,-121.75012370540396,1658361600000
101536,826,2022-07-21,1,0.54086447,46.532251803544064,-121.94046617456124,1658361600000
101537,827,2022-07-21,1,0.54086447,46.532251803544064,-121.9277766766174,1658361600000
101538,828,2022-07-21,1,0.54086447,46.532251803544064,-121.9150871786736,1658361600000
101539,829,2022-07-21,1,0.54086447,46.532251803544064,-121.90239768072978,1658361600000
101540,830,2022-07-21,1,0.54086447,46.532251803544064,-121.88970818278597,1658361600000
101541,831,2022-07-21,1,0.54086447,46.532251803544064,-121.87701868484214,1658361600000
101542,832,2022-07-21,1,0.54086447,46.532251803544064,-121.86432918689832,1658361600000
101543,833,2022-07-21,1,0.54086447,46.532251803544064,-121.8516396889545,1658361600000
101544,834,2022-07-21,1,0.54086447,46.532251803544064,-121.8389501910107,1658361600000
101545,835,2022-07-21,1,0.54086447,46.532251803544064,-121.82626069306689,1658361600000
101546,836,2022-07-21,1,0.54086447,46.532251803544064,-121.81357119512305,1658361600000
101547,837,2022-07-21,1,0.54086447,46.532251803544064,-121.80088169717924,1658361600000
101548,838,2022-07-21,1,0.54086447,46.532251803544064,-121.7881921992354,1658361600000
101549,839,2022-07-21,1,0.54086447,46.532251803544064,-121.7755027012916,1658361600000
101550,840,2022-07-21,1,0.54086447,46.532251803544064,-121.76281320334778,1658361600000
101551,841,2022-07-21,1,0.54086447,46.532251803544064,-121.75012370540396,1658361600000
102093,842,2022-07-21,1,0.54086447,46.519562305600246,-121.9277766766174,1658361600000
102094,843,2022-07-21,1,0.54086447,46.519562305600246,-121.9150871786736,1658361600000
102095,844,2022-07-21,1,0.54086447,46.519562305600246,-121.90239768072978,1658361600000
102096,845,2022-07-21,1,0.54086447,46.519562305600246,-121.88970818278597,1658361600000
102097,846,2022-07-21,1,0.54086447,46.519562305600246,-121.87701868484214,1658361600000
102098,847,2022-07-21,1,0.54086447,46.519562305600246,-121.86432918689832,1658361600000
102099,848,2022-07-21,1,0.54086447,46.519562305600246,-121.8516396889545,1658361600000
102100,849,2022-07-21,1,0.54086447,46.519562305600246,-121.8389501910107,1658361600000
102101,850,2022-07-21,1,0.54086447,46.519562305600246,-121.82626069306689,1658361600000
102102,851,2022-07-21,1,0.54086447,46.519562305600246,-121.81357119512305,1658361600000
102103,852,2022-07-21,1,0.54086447,46.519562305600246,-121.80088169717924,1658361600000
102104,853,2022-07-21,1,0.54086447,46.519562305600246,-121.7881921992354,1658361600000
102105,854,2022-07-21,1,0.54086447,46.519562305600246,-121.7755027012916,1658361600000
102106,855,2022-07-21,1,0.54086447,46.519562305600246,-121.76281320334778,1658361600000
102107,856,2022-07-21,1,0.54086447,46.519562305600246,-121.75012370540396,1658361600000
